file_no	scene_name	character_name	noLines
60	Later, at Jerry's apartment, the Mystery Woman gives him a massage.	WOMAN	14
60	Later, the mystery woman and Jerry are sitting on the couch	JERRY	3
60	Later, the mystery woman and Jerry are sitting on the couch	WOMAN	4
60	Opening monologue	JERRY	1
60	Roy's doctor enters the room.	JERRY	4
60	Roy's doctor enters the room.	KRAMER	8
60	She leaves	GEORGE	9
60	She leaves	JERRY	9
60	While Roy, Elaine and Jerry are talking -- Kramer is out in the hallway looking for some thinner gloves on a hospital cart.	KRAMER	2
60	While Roy, Elaine and Jerry are talking -- Kramer is out in the hallway looking for some thinner gloves on a hospital cart.	WOMAN	1
61	At the salon, Elaine rationally decides her fate to the hairdresser	ELAINE	1
61	Car-wash	JERRY	1
61	Cut to Kramer waiting on a street corner	KRAMER	1
61	Cut to the hair salon where Elaine hears a similar tale from the hairdresser.	ELAINE	1
61	Elaine and Carl at Elaine's apartment	ELAINE	3
61	George and Susan at Monk's	GEORGE	9
61	George and Susan at Monk's	SUSAN	7
61	In the car	GEORGE	11
61	In the car	JERRY	16
61	Jerry doles out his $250 and gets in the April-fresh car...	JERRY	1
61	Jerry explains things to George back at the apartment.	ELAINE	1
61	Jerry explains things to George back at the apartment.	GEORGE	4
61	Jerry explains things to George back at the apartment.	JERRY	6
61	Kramer and Jerry at the car lot trying to sell J's car.	JERRY	4
61	Kramer and Jerry at the car lot trying to sell J's car.	KRAMER	3
61	Opening Monologue	JERRY	1
61	Outside, a woman's voice is heard screaming and pounding on Kramer's door.	ELAINE	1
61	Outside, a woman's voice is heard screaming and pounding on Kramer's door.	GEORGE	2
61	Outside, a woman's voice is heard screaming and pounding on Kramer's door.	JERRY	3
61	Outside, a woman's voice is heard screaming and pounding on Kramer's door.	KRAMER	1
61	Outside, a woman's voice is heard screaming and pounding on Kramer's door.	SUSAN	4
61	Speak of the Devil, the car salesman exits the car with an "Augh!"... 	JERRY	1
61	We cut to the video store where George tells the clerk about the video. Susan shows up and George asks her	GEORGE	8
61	We cut to the video store where George tells the clerk about the video. Susan shows up and George asks her	SUSAN	4
61	We open in front of a restaurant ("Kady's") with Jerry and Elaine waiting for the valet to come and get the keys for Jerry's car. Jerry is amusing himself by trying to drive Elaine nuts by humming and waving his scarf in front of her face.	ELAINE	17
61	We open in front of a restaurant ("Kady's") with Jerry and Elaine waiting for the valet to come and get the keys for Jerry's car. Jerry is amusing himself by trying to drive Elaine nuts by humming and waving his scarf in front of her face.	JERRY	15
61	We shift to Champagne video where George is returning a movie with Kramer.	ELAINE	11
61	We shift to Champagne video where George is returning a movie with Kramer.	GEORGE	23
61	We shift to Champagne video where George is returning a movie with Kramer.	JERRY	17
61	We shift to Champagne video where George is returning a movie with Kramer.	KRAMER	8
61	We shift to Champagne video where George is returning a movie with Kramer.	SUSAN	13
62	All four inside a delivery van outside the mall	ELAINE	1
62	All four inside a delivery van outside the mall	GEORGE	4
62	All four inside a delivery van outside the mall	JERRY	1
62	All four inside a delivery van outside the mall	KRAMER	2
62	At George's parents' place	FRANK	5
62	at Surgical Appliances	GEORGE	4
62	at Surgical Appliances	KRAMER	5
62	At the Drake's	ELAINE	8
62	At the Drake's	JERRY	7
62	At the Drakette's	GEORGE	1
62	At the Drakette's	KRAMER	1
62	coffee shop	ELAINE	6
62	coffee shop	GEORGE	7
62	coffee shop	JERRY	7
62	coffee shop	KRAMER	5
62	George's father's car	ELAINE	6
62	George's father's car	GEORGE	8
62	George's father's car	JERRY	4
62	George's father's car	KRAMER	8
62	George's parents' house	ESTELLE	4
62	George's parents' house	FRANK	5
62	George's parents' house	GEORGE	4
62	George's parents' place	FRANK	5
62	George's parents' place	GEORGE	3
62	Jerry's apartment	ELAINE	18
62	Jerry's apartment	GEORGE	19
62	Jerry's apartment	JERRY	26
62	Jerry's apartment	KRAMER	18
62	Jerry's appartment	ELAINE	14
62	Jerry's appartment	GEORGE	18
62	Jerry's appartment	JERRY	24
62	Jerry's appartment	KRAMER	9
62	Opening Monologue	JERRY	1
62	parking garage	JERRY	1
62	walking in the parking garage	ELAINE	5
62	walking in the parking garage	GEORGE	5
62	walking in the parking garage	JERRY	9
62	walking in the parking garage	KRAMER	3
62	walking in the parking garage	MAN	1
62	walking in the parking garage	WOMAN	2
63	setting: Dana's office	GEORGE	9
63	setting: doctor's clinic	GEORGE	5
63	setting: Jerry and George in a cab at a light	GEORGE	7
63	setting: Jerry and George in a cab at a light	JERRY	6
63	setting: Jerry's	ELAINE	11
63	setting: Jerry's	GEORGE	17
63	setting: Jerry's	JERRY	37
63	setting: Jerry's	KRAMER	24
63	setting: Monk's	ELAINE	18
63	setting: Monk's	JERRY	14
63	setting: Monk's	KRAMER	4
63	setting: NBC	GEORGE	12
63	setting: NBC	JERRY	14
63	setting: NBC	KRAMER	3
63	setting: night club	JERRY	1
63	setting: Peter McManus cafe, an Italian restaurant	ELAINE	11
63	setting: Peter McManus cafe, same table as earlier	JERRY	15
63	setting: The Equal Employment Opportunity Commission Office	ELAINE	4
64	setting: back to Jerry's	ELAINE	8
64	setting: back to Jerry's	GEORGE	4
64	setting: back to Jerry's	JERRY	10
64	setting: Greenpeace raft	MAN	1
64	setting: Jerry's	ELAINE	13
64	setting: Jerry's	GEORGE	17
64	setting: Jerry's	HELEN	1
64	setting: Jerry's	JERRY	47
64	setting: Jerry's	KRAMER	11
64	setting: Jerry's	MORTY	1
64	setting: Monk's	ELAINE	6
64	setting: Monk's	GEORGE	8
64	setting: Monk's	JERRY	3
64	setting: Monk's	KRAMER	1
64	setting: Monk's	MAN	1
64	setting: NBC, pilot's set	GEORGE	13
64	setting: NBC, pilot's set	JERRY	12
64	setting: NBC, pilot's set, the taping	ELAINE	1
64	setting: NBC, pilot's set, the taping	GEORGE	2
64	setting: NBC, pilot's set, the taping	JERRY	4
65	location: (another) restaurant	ELAINE	21
65	location: (another) restaurant	JERRY	20
65	location: Elaine's office	ELAINE	2
65	location: Jerry's apartment	ELAINE	19
65	location: Jerry's apartment	GEORGE	17
65	location: Jerry's apartment	JERRY	51
65	location: Jerry's apartment	KRAMER	32
65	location: Jerry's bedroom	ELAINE	1
65	location: Jerry's bedroom	JERRY	1
65	location: Jerry's car	ELAINE	6
65	location: Jerry's car	JERRY	6
65	location: Joe's	KRAMER	7
65	location: Karen's bedroom	GEORGE	12
65	location: Monk's	ELAINE	20
65	location: Monk's	GEORGE	29
65	location: Monk's	JERRY	38
65	location: outside Joe's	JERRY	17
65	location: outside Joe's	KRAMER	8
65	location: restaurant	GEORGE	6
66	Setting: A photographer's studio	GEORGE	5
66	Setting: A photographer's studio	MAN	5
66	Setting: A photographer's studio	WOMAN	1
66	Setting: A Restaurant	ELAINE	16
66	Setting: A Restaurant	ESTELLE	4
66	Setting: A Restaurant	FRANK	5
66	Setting: A Restaurant	GEORGE	18
66	Setting: A Restaurant	JERRY	14
66	Setting: A Restaurant	KRAMER	9
66	Setting: A Restaurant	WOMAN	7
66	Setting: A Today Show dressing room	ELAINE	8
66	Setting: A Today Show dressing room	JERRY	5
66	Setting: A Today Show dressing room	KRAMER	8
66	Setting: Jerry's apartment	GEORGE	21
66	Setting: Jerry's apartment	JERRY	30
66	Setting: Jerry's apartment	KRAMER	24
66	Setting: Photographer's studio	GEORGE	3
66	Setting: Photographer's studio	MAN	1
66	Setting: Photographer's studio	WOMAN	2
66	Setting: The Costanza house	ESTELLE	9
66	Setting: The Costanza house	FRANK	5
66	Setting: The Costanza house	GEORGE	6
66	Setting: The Costanza's house	ESTELLE	12
66	Setting: The Costanza's house	GEORGE	9
66	Setting: The Costanza's house	JERRY	11
66	Setting: The Costanza's house	KRAMER	6
66	Setting: The Today Show	JERRY	8
66	Setting: Today Show dressing room	ELAINE	2
66	Setting: Today Show dressing room	GEORGE	5
66	Setting: Today Show dressing room	JERRY	3
66	Setting: Today Show dressing room	KRAMER	1
67	Hospital	ELAINE	6
67	Hospital	JERRY	3
67	in front of J & T Optical	GEORGE	2
67	in front of Jeffrey's apartment	JERRY	18
67	J & T Optical	ELAINE	12
67	J & T Optical	GEORGE	29
67	J & T Optical	JERRY	16
67	J & T Optical	KRAMER	8
67	Jerry's apartment	ELAINE	29
67	Jerry's apartment	GEORGE	35
67	Jerry's apartment	JERRY	58
67	Jerry's apartment	KRAMER	31
67	New York Health Club locker room	GEORGE	1
67	New York Health Club locker room	JERRY	1
67	New York Health Club's locker room	GEORGE	5
68	5A. Jerry and Elaine	ELAINE	10
68	5A. Jerry and Elaine	JERRY	14
68	5A. Jerry and Elaine	KRAMER	7
68	5A. Jerry and Elaine	NEWMAN	4
68	5A. Jerry and Kramer.	JERRY	11
68	5A. Jerry and Kramer.	KRAMER	12
68	5A. Jerry, Kramer, Newman writing a letter. Elaine reads on the couch.	ELAINE	2
68	5A. Jerry, Kramer, Newman writing a letter. Elaine reads on the couch.	JERRY	13
68	5A. Jerry, Kramer, Newman writing a letter. Elaine reads on the couch.	KRAMER	10
68	5A. Jerry, Kramer, Newman writing a letter. Elaine reads on the couch.	NEWMAN	4
68	Bar	KRAMER	12
68	Costanza's	ESTELLE	1
68	Costanza's	FRANK	2
68	Costanza's	GEORGE	1
68	Costanza's. George, Estelle and Frank are eating dinner. George is pounding a ketchup bottle.	ESTELLE	11
68	Costanza's. George, Estelle and Frank are eating dinner. George is pounding a ketchup bottle.	FRANK	19
68	Costanza's. George, Estelle and Frank are eating dinner. George is pounding a ketchup bottle.	GEORGE	11
68	Elaine's apartment. Jake is there and Elaine comes in.	ELAINE	16
68	George's job interview.	GEORGE	8
68	Jerry's Car	JERRY	15
68	Jerry's Car	KRAMER	7
68	Jerry's Car	NEWMAN	15
68	Monk's	ELAINE	25
68	Monk's	GEORGE	12
68	Monk's	JERRY	27
68	Monk's	KRAMER	1
68	Monk's	NEWMAN	1
68	Monk's	WOMAN	2
68	Newman is taking the letter to the mailbox. There's a woman at same time at the letterbox.	NEWMAN	1
68	Newman is taking the letter to the mailbox. There's a woman at same time at the letterbox.	WOMAN	2
68	Pendant publishing. Elaine is at Lippman's office.	ELAINE	8
69	George's Car	ELAINE	3
69	George's Car	GEORGE	4
69	George's Car	JERRY	6
69	George's Car	KRAMER	1
69	Hospital	ELAINE	3
69	Hospital	GEORGE	2
69	Hospital	JERRY	8
69	Hospital	KRAMER	2
69	IN HOSPITAL ROOM #2 - DAY 1 KRAMER LOOKS AROUND. THERE IS A PATIENT BEHIND A CURTAIN. OUTSIDE THE CURTAIN IS A TRAY OF FOOD. HE PICKS UP THE TRAY. KRAMER IS HUNGRY AND LIKES HOSPITAL FOOD TO BOOT. AS HE STUFF HIS FACE, HE BECOMES AWARE OF A STRANGE SOUND EMANATING FROM BEHIND THE CURTAIN. IT SOUNDS LIKE THE "OINK" OR "SQUEAL" OF A PIG. HIS CURIOSITY GETTING THE BEST OF HIM, WITH HIS MOUTH FULL, HE STEPS INSIDE THE PARTITIONED AREA. A BEAT. THEN HE COMES BURSTING OUT, SPITTING FOOD AND SCREAMING.	KRAMER	1
69	INT HOSPITAL ADMINISTRATION OFFICE - DAY 2 THE ADMINISTRATOR, MRS. SWEEDLER, USHERS GEORGE IN. THEY SIT ON EITHER SIDE OF HER DESK.	GEORGE	10
69	INT HOSPITAL CORRIDOR	JERRY	2
69	INT HOSPITAL CORRIDOR	KRAMER	8
69	INT HOSPITAL ROOM	ELAINE	5
69	INT HOSPITAL ROOM	GEORGE	7
69	INT HOSPITAL ROOM	JERRY	8
69	INT HOSPITAL ROOM	KRAMER	9
69	INT JERRY'S APARTMENT	ELAINE	12
69	INT JERRY'S APARTMENT	GEORGE	7
69	INT JERRY'S APARTMENT	JERRY	16
69	INT JERRY'S APARTMENT	KRAMER	8
69	INT. HOSPITAL CORRIDOR	KRAMER	3
69	INT. HOSPITAL CORRIDOR DAY 2 JERRY AND KRAMER ENTER. PEOPLE PASS IN HALLWAY.	GEORGE	4
69	INT. HOSPITAL CORRIDOR DAY 2 JERRY AND KRAMER ENTER. PEOPLE PASS IN HALLWAY.	JERRY	4
69	INT. HOSPITAL CORRIDOR DAY 2 JERRY AND KRAMER ENTER. PEOPLE PASS IN HALLWAY.	KRAMER	7
69	INT. HOSPITAL ROOM - DAY	ELAINE	4
69	INT. HOSPITAL ROOM - DAY	GEORGE	3
69	INT. HOSPITAL ROOM - DAY	JERRY	12
69	INT. JERRY'S APARTMENT	ELAINE	2
69	INT. JERRY'S APARTMENT	GEORGE	2
69	INT. JERRY'S APARTMENT	JERRY	4
69	INT. JERRY'S APARTMENT	KRAMER	4
69	The Flicks' Place	ELAINE	15
69	The Flicks' Place	GEORGE	4
69	The Flicks' Place	JERRY	10
69	The Flicks' Place	KRAMER	3
69	The Flicks' Place	WOMAN	2
70	After the restaurant. Jerry and Laura in Jerry's car outside Laura's place.	JERRY	3
70	At a Chinese restaurant.	GEORGE	7
70	At a Chinese restaurant.	JERRY	8
70	At Elaine's office.	ELAINE	3
70	At Jerry's apartment.	ELAINE	18
70	At Jerry's apartment.	GEORGE	26
70	At Jerry's apartment.	JERRY	37
70	At Jerry's apartment.	KRAMER	22
70	At Jerry's apartment.	NEWMAN	3
70	At Jerry's apartment. Kramer is watching TV.	KRAMER	1
70	At Monk's.	GEORGE	5
70	At the party.	ELAINE	1
70	At the party.	GEORGE	16
70	At the party.	JERRY	5
70	At the party.	KRAMER	16
70	At the tennis court.	ELAINE	1
70	At the tennis court.	GEORGE	6
70	At the tennis court.	JERRY	8
70	At the tennis court.	KRAMER	2
70	At the tennis court.	MAN	1
70	At the tennis court. Jerry is standing behind the lineswoman	JERRY	1
70	Closing Monologue	JERRY	1
70	Elaine in the car service car.	ELAINE	3
70	Elaine in the Service Car	ELAINE	7
70	In the bleachers at the tennis court. Two players are hitting the ball back and forth.	GEORGE	13
70	In the bleachers at the tennis court. Two players are hitting the ball back and forth.	JERRY	12
70	In the car service car.	GEORGE	2
70	In the car service car.	JERRY	3
70	In the car service car.	KRAMER	1
70	Opening Monologue	JERRY	1
71	Back to the Costanza House	ESTELLE	4
71	Back to the Costanza House	GEORGE	3
71	Costanza House	ESTELLE	13
71	Costanza House	FRANK	11
71	Costanza House	GEORGE	11
71	Doctor's Office	GEORGE	10
71	Jerry's Apartment	ELAINE	31
71	Jerry's Apartment	GEORGE	11
71	Jerry's Apartment	JERRY	43
71	Jerry's Apartment	KRAMER	37
71	Jerry's Car	ELAINE	4
71	Jerry's Car	JERRY	9
71	Jerry's Car	KRAMER	5
71	The Lab	ELAINE	4
71	The Lab	JERRY	2
71	The Lab	KRAMER	3
71	Yogurt Shop	ELAINE	24
71	Yogurt Shop	GEORGE	20
71	Yogurt Shop	JERRY	20
71	Yogurt Shop	KRAMER	2
71	Yogurt Shop	NEWMAN	6
72	After the closing Castle Rock Logo	KRAMER	1
72	After the closing Castle Rock Logo	NEWMAN	1
72	At George's office.	GEORGE	7
72	At Gino's apartment.	JERRY	3
72	At Jerry's apartment.	ELAINE	5
72	At Jerry's apartment.	GEORGE	10
72	At Jerry's apartment.	JERRY	43
72	At Jerry's apartment.	KRAMER	14
72	At Jerry's apartment.	NEWMAN	12
72	At Monk's	ELAINE	15
72	At Monk's	GEORGE	16
72	At Monk's	JERRY	23
72	At Monk's	KRAMER	12
72	At Monk's.	ELAINE	2
72	At Monk's.	JERRY	2
72	At Monk's.	KRAMER	4
72	At the auction house.	ELAINE	5
72	At the auction house.	KRAMER	1
72	At the auction house.	WOMAN	1
72	At the barber shop	JERRY	4
72	At the barber shop	MAN	1
72	At the barber shop.	NEWMAN	6
72	At the barber shop. Gino is giving Kramer a shave.	KRAMER	3
72	At the office.	GEORGE	15
72	Opening Monologue	JERRY	1
72	Pensky office	GEORGE	1
72	Sanalac office building	GEORGE	2
73	Closing Monologue	JERRY	1
73	setting: back to Elaine and Joel watching the game	ELAINE	1
73	setting: back to Elaine's place	ELAINE	6
73	setting: back to Jerry's	GEORGE	8
73	setting: back to Jerry's	JERRY	11
73	setting: Elaine's apartment	ELAINE	12
73	setting: Elaine's office and Jerry's apartment	ELAINE	12
73	setting: Elaine's office and Jerry's apartment	JERRY	5
73	setting: Elaine's place	ELAINE	5
73	setting: Giants Stadium	ELAINE	5
73	setting: hall in Jerry's building	GEORGE	4
73	setting: hall in Jerry's building	JERRY	6
73	setting: hall in Jerry's building	KRAMER	2
73	setting: Jerry's	ELAINE	16
73	setting: Jerry's	JERRY	14
73	setting: Jerry's	KRAMER	3
73	setting: Jerry's apartment	JERRY	17
73	setting: Jerry's apartment	KRAMER	18
73	setting: Jerry's place	JERRY	9
73	setting: Jerry's place later that night	JERRY	9
73	setting: Karen's place	GEORGE	6
73	setting: Monk's	GEORGE	27
73	setting: Monk's	JERRY	20
73	Setting: Night club	JERRY	1
73	setting: street in front of Jerry's building	GEORGE	2
73	setting: The Chinese restaurant	GEORGE	10
73	setting: The Chinese restaurant (the same as in 'The Chinese Restaurant')	GEORGE	7
73	setting: The Chinese restaurant (the same as in 'The Chinese Restaurant')	JERRY	4
73	setting: ticket counter	KRAMER	6
74	Elaine's apartment	ELAINE	16
74	Elaine's apartment	JERRY	12
74	Elaine's apartment	KRAMER	4
74	Furniture refinishers	ESTELLE	2
74	Furniture refinishers	GEORGE	8
74	Furniture refinishers	JERRY	5
74	George's parent's house	ESTELLE	11
74	George's parent's house	FRANK	12
74	George's parent's house	GEORGE	17
74	George's parent's house	JERRY	9
74	George's parents' house	ELAINE	19
74	George's parents' house	ESTELLE	3
74	George's parents' house	FRANK	7
74	George's parents' house	GEORGE	19
74	George's parents' house	JERRY	15
74	George's parents' house	KRAMER	6
74	Gus' Smoke Shop	KRAMER	5
74	Jerry's apartment	ELAINE	9
74	Jerry's apartment	JERRY	15
74	Jerry's apartment	KRAMER	7
74	Jerry, downstairs at Winona's building. He's talking on the buzzer.	JERRY	2
74	Lippman's office	ELAINE	3
74	Lippman's office	KRAMER	7
74	Nightclub	JERRY	1
74	Opening Monologue	JERRY	1
74	Street outside Winona's	JERRY	5
74	Street outside Winona's	KRAMER	1
74	Subway train	ELAINE	12
74	Subway train	JERRY	5
74	Subway train	KRAMER	7
74	Subway train: moments later	ELAINE	1
74	Subway train: moments later	JERRY	1
74	Winona's apartment	JERRY	9
75	At a restaurant.	GEORGE	5
75	At Elaine’s apartment.	ELAINE	5
75	At Elaine’s apartment.	JERRY	1
75	At George’s parent’s house.	ESTELLE	8
75	At George’s parent’s house.	FRANK	8
75	At George’s parent’s house.	GEORGE	9
75	At Jerry’s Apartment.	ELAINE	6
75	At Jerry’s apartment.	GEORGE	13
75	At Jerry’s apartment.	JERRY	31
75	At Jerry’s apartment.	KRAMER	11
75	At Kramer’s apartment.	KRAMER	1
75	At Monk’s	GEORGE	4
75	At Monk’s.	ELAINE	7
75	At Monk’s.	JERRY	8
75	At Monk’s.	KRAMER	5
75	At Tawni’s apartment	JERRY	4
75	At Tawni’s apartment. 	JERRY	6
75	At the church	KRAMER	2
75	At the church.	GEORGE	3
75	At the doctor’s apartment.	ELAINE	5
75	At the entrance of the church. There is a sign there. It reads: CONVERSION CEREMONY - FOR - GEORGE COSTANZA - 3:P.M. The sign is on a black background with white stick-on letters.	WOMAN	1
75	At the priest’s office.	GEORGE	2
75	At the priest’s office.	KRAMER	5
75	Closing Monologue	JERRY	1
75	In Jerry’s girlfriend’s apartment. 	JERRY	2
75	In the chapel.	KRAMER	3
75	In the priest’s office.	GEORGE	10
75	Opening Monologue	JERRY	1
75	Outside on a sidewalk.	KRAMER	2
75	Outside on a sidewalk.	WOMAN	1
75	The hallway by Jerry’s apartment	JERRY	6
75	The hallway by Jerry’s apartment	KRAMER	5
75	The hallway outside Jerry’s apartment.	ELAINE	15
75	The hallway outside Jerry’s apartment.	GEORGE	14
75	The hallway outside Jerry’s apartment.	JERRY	16
76	Closing monologue	JERRY	1
76	Jerry's	ELAINE	15
76	Jerry's	GEORGE	22
76	Jerry's	JERRY	39
76	Jerry's	KRAMER	32
76	Jerry's apt.	ELAINE	18
76	Jerry's apt.	JERRY	24
76	Jerry's apt.	KRAMER	9
76	Jerry's car	ELAINE	10
76	Jerry's car	JERRY	10
76	Monk's	ELAINE	9
76	Monk's	GEORGE	11
76	Monk's	JERRY	14
76	Monk's	KRAMER	6
76	monk's: the bathroom	ELAINE	3
76	on the rocks	GEORGE	7
76	on the rocks	KRAMER	9
76	opening monologue	JERRY	1
76	the bathroom	ELAINE	8
76	the movie theater	ELAINE	6
76	the movie theater	JERRY	4
76	Tony's	ELAINE	11
76	Tony's	GEORGE	8
77	Apartment #7	ELAINE	2
77	Apartment #7	GEORGE	1
77	Apartment #7	JERRY	1
77	In Kramer's car	ELAINE	10
77	In Kramer's car	GEORGE	7
77	In Kramer's car	JERRY	3
77	In Kramer's car	KRAMER	7
77	Jerry's Apartment	ELAINE	13
77	Jerry's Apartment	GEORGE	11
77	Jerry's Apartment	JERRY	12
77	Jerry's Apartment	KRAMER	2
77	Kramer's car	GEORGE	8
77	Kramer's car	KRAMER	8
77	Liquor Store	GEORGE	15
77	Liquor Store	KRAMER	14
77	on street outside Liquor Store	GEORGE	8
77	on street outside Liquor Store	KRAMER	7
77	Out on the street	GEORGE	15
77	Out on the street	KRAMER	13
77	Outside Liquor Store	GEORGE	3
77	Outside Liquor Store	KRAMER	2
77	Royal Bakery	ELAINE	56
77	Royal bakery	GEORGE	5
77	Royal Bakery	JERRY	49
77	Still on street but much later -- it’s night	GEORGE	7
77	Still on street but much later -- it’s night	KRAMER	6
77	The Royal Bakery	ELAINE	11
77	The Royal Bakery	JERRY	10
78	At the ATM Jerry is getting some money -- there is a woman at the ATM to his right	JERRY	11
78	At the beach George and Diane are still walking	GEORGE	1
78	At the coffee shop Jerry and Kramer are awaiting the story	ELAINE	1
78	At the coffee shop Jerry and Kramer are awaiting the story	GEORGE	7
78	At the coffee shop Jerry and Kramer are awaiting the story	JERRY	1
78	At the coffee shop Jerry and Kramer are awaiting the story	KRAMER	4
78	At the hotel that Testikov is staying at	ELAINE	6
78	At the hotel that Testikov is staying at	JERRY	9
78	Back inside Jerry's apartment - George comes out of the bathroom as Jerry, standing at the table, reads the paper	GEORGE	9
78	Back inside Jerry's apartment - George comes out of the bathroom as Jerry, standing at the table, reads the paper	JERRY	7
78	Back inside Jerry's apartment - George comes out of the bathroom as Jerry, standing at the table, reads the paper	KRAMER	5
78	Background cars: Honk Honk	ELAINE	11
78	Dusk -- In George's parent's house... George is sitting in a chair. He is talking to Diane on the phone	GEORGE	1
78	Exterior of Jerry and Kramer’s building, then in the hallway -- Elaine knocks on Kramer's door, he answers -- his right elbow is way up above his head and his arm is down his back as he is still itching cause of the sand	ELAINE	18
78	Exterior of Jerry and Kramer’s building, then in the hallway -- Elaine knocks on Kramer's door, he answers -- his right elbow is way up above his head and his arm is down his back as he is still itching cause of the sand	JERRY	14
78	Exterior of Jerry and Kramer’s building, then in the hallway -- Elaine knocks on Kramer's door, he answers -- his right elbow is way up above his head and his arm is down his back as he is still itching cause of the sand	KRAMER	5
78	Exterior shot of the hotel, then In Testikov's hotel room there are five quick knocks at the door. He holds the manuscript in his left arm. Leaning over a bit, and with his right hand, opens the door slightly to see who is waiting -- it is Jerry and Elaine. Then he opens the door wide	ELAINE	2
78	Exterior shot of the hotel, then In Testikov's hotel room there are five quick knocks at the door. He holds the manuscript in his left arm. Leaning over a bit, and with his right hand, opens the door slightly to see who is waiting -- it is Jerry and Elaine. Then he opens the door wide	JERRY	2
78	George and Diane are walking on the beach	GEORGE	3
78	In the coffee shop Jerry and George are sitting in the booth and talking	GEORGE	15
78	In the coffee shop Jerry and George are sitting in the booth and talking	JERRY	14
78	Jerry's apartment	ELAINE	14
78	Jerry's apartment	GEORGE	13
78	Jerry's apartment	JERRY	28
78	Jerry's apartment	KRAMER	5
78	Limo driving on the street -- then inside the limo: Elaine, Lippman, and Testikov are talkin'	ELAINE	3
78	Monk's where Jerry and Corinne (the woman he was talking with on the phone) are sitting in the booth 	JERRY	10
78	Opening Monologue	JERRY	1
78	Shot of Kramer from behind, walking in the hallway to his apartment door, he is getting his keys out and carrying a golf bag full of clubs over his shoulder	ELAINE	9
78	Shot of Kramer from behind, walking in the hallway to his apartment door, he is getting his keys out and carrying a golf bag full of clubs over his shoulder	KRAMER	11
78	still in the coffee shop	ELAINE	3
78	still in the coffee shop	GEORGE	4
78	still in the coffee shop	JERRY	6
78	still in the coffee shop	KRAMER	3
78	Upwards view of the exterior of the hotel, then in Testikov's room	ELAINE	8
78	Upwards view of the exterior of the hotel, then in Testikov's room	JERRY	3
79	a restaurant	GEORGE	3
79	at the restaurant with MacKenzie	GEORGE	3
79	Jerry's appartment	GEORGE	9
79	Jerry's appartment	JERRY	6
79	Jerry's appartment	KRAMER	5
79	Jerry's appartment, the next day	ELAINE	12
79	Jerry's appartment, the next day	GEORGE	13
79	Jerry's appartment, the next day	JERRY	15
79	Jerry's appartment, the next day	KRAMER	9
79	Jerry's car	ELAINE	1
79	Jerry's car	JERRY	2
79	Monk's	ELAINE	9
79	Monk's	GEORGE	3
79	Monk's	JERRY	12
79	Monk's	KRAMER	19
79	Monk's coffee shop, evening	JERRY	7
79	Monks	ELAINE	8
79	Monks	GEORGE	4
79	Monks	JERRY	13
79	Monks	KRAMER	3
79	Opening Monologue	JERRY	1
79	Poppie's	JERRY	6
79	Poppie's restaurant	JERRY	8
79	Poppie's Restaurant: Bathroom	JERRY	2
79	Rinitze	ELAINE	15
79	Rinitze	GEORGE	18
79	Rinitze	JERRY	5
81	Elaine and Greg at the health club. A sweaty Greg is exercising on a leg machine.	ELAINE	8
81	Elaine and Greg at the health club. A sweaty Greg is exercising on a leg machine.	GEORGE	6
81	Elaine on the street outside the New York Health Club. Greg comes out of the club.	ELAINE	8
81	Elaine talking with Greg while he's on a Stairmaster at the health club.	ELAINE	8
81	Health Club	ELAINE	7
81	Jerry and his girlfriend Meryl at Jerry's apartment. Meryl comes out of Jerry's bedroom.	JERRY	13
81	Jerry and his girlfriend Meryl at Jerry's apartment. Meryl comes out of Jerry's bedroom.	KRAMER	2
81	Jerry and Kramer in Jerry's apartment.	ELAINE	17
81	Jerry and Kramer in Jerry's apartment.	GEORGE	7
81	Jerry and Kramer in Jerry's apartment.	JERRY	17
81	Jerry and Kramer in Jerry's apartment.	KRAMER	8
81	Jerry and Meryl at Marty the dry-cleaner's.	JERRY	8
81	Jerry and Meryl having breakfast at the coffee shop.	JERRY	6
81	Jerry and Meryl in bed later that night.	JERRY	3
81	Jerry and Paula in a booth at the coffee shop. Jerry is trying to get the bundle of clothes from her so he can pay for the dry-cleaning.	JERRY	5
81	Jerry at the dry-cleaners. Kramer paces outside impatiently, waiting for his quilt.	JERRY	5
81	Jerry at the dry-cleaners. Kramer paces outside impatiently, waiting for his quilt.	KRAMER	5
81	Jerry dropping off Kramer's quilt at the dry-cleaners. Meryl is already there dropping off some stuff of her own.	JERRY	12
81	Jerry's Apartment	HELEN	7
81	Jerry's Apartment	JERRY	10
81	Jerry's Apartment	KRAMER	4
81	Jerry's Apartment	MORTY	3
81	Jerry's apartment.	JERRY	7
81	Jerry, George and Elaine in Jerry's apartment the next day.	ELAINE	10
81	Jerry, George and Elaine in Jerry's apartment the next day.	GEORGE	12
81	Jerry, George and Elaine in Jerry's apartment the next day.	JERRY	5
81	Jerry, George and Elaine in Jerry's apartment the next day.	KRAMER	5
82and83	Airport	ELAINE	6
82and83	Airport	GEORGE	1
82and83	Airport	HELEN	3
82and83	Airport	JERRY	9
82and83	Airport	KRAMER	5
82and83	Airport	MORTY	11
82and83	Airport	WOMAN	1
82and83	Costanza House	ESTELLE	11
82and83	Costanza House	FRANK	24
82and83	Costanza House	GEORGE	21
82and83	Costanza House	KRAMER	14
82and83	Cruise ship out in the Ocean	ESTELLE	2
